To Die For|Gus Van Sant|Nicole Kidman&&Matt Dillon&&Joaquin Phoenix&&Casey Affleck&&Illeana Douglas&&Alison Folland&&Dan Hedaya&&Wayne Knight&&Kurtwood Smith&&Holland Taylor&&Susan Traylor&&Maria Tucci&&Tim Hopper&&Michael Rispoli&&Buck Henry&&Gerry Quigley&&Tom Forrester&&Alan Edward Lewis&&Nadine MacKinnon&&Conrad Coates&&Ron Gabriel&&Ian Heath&&Graeme Millington&&Sean Ryan&&Nicholas Pasco&&Joyce Maynard&&David Collins&&Eve Crawford&&Janet Lo&&David Cronenberg&&Tom Quinn&&Peter Glen&&Amber-Lee Campbell&&Colleen Williams&&Simon Richards&&Philip Williams&&Susan Backs&&Kyra Harper&&Adam Roth&&Andrew Scott&&Tamara Gorski&&Katie Griffin&&Carla Renee&&Melissa Cooper&&Tom Peterson&&Chris Phillips&&Rain Phoenix&&George Segal&&Isabella Simone|Joseph M. Caracciolo&&Sandy Isaac&&Leslie Morgan&&Jonathan T. Taplin&&Laura Ziskin|Joyce Maynard&&Buck Henry|UK&&USA|English|1995|Comedy&&Crime&&Thriller|17671|6.8|106&&Argentina:110|Suzanne Stone (Maretto) knows exactly what she wants. She wants to be a television newscaster and she is willing to do ANYTHING to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.::Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>|http://ia.media-imdb.com/images/M/MV5BMjA5ODgxNDgzMV5BMl5BanBnXkFtZTcwOTIwNDAzMQ@@._V1._SX98_SY140_.jpg
How to Make an American Quilt|Jocelyn Moorhouse|Winona Ryder&&Anne Bancroft&&Ellen Burstyn&&Kate Nelligan&&Alfre Woodard&&Kaelynn Craddick&&Sara Craddick&&Kate Capshaw&&Adam Baldwin&&Dermot Mulroney&&Maya Angelou&&Lois Smith&&Jean Simmons&&Denis Arndt&&Rip Torn&&Derrick O'Connor&&Johnathon Schaech&&Samantha Mathis&&Loren Dean&&Melinda Dillon&&Krysten Lee Wilson&&Kellie Lyn Wilson&&Brian McElroy&&Paige Kettner&&Ryanne Kettner&&Annie Mae Hunter&&Matt Zusser&&Ari Meyers&&Kaela Green&&Joanna Going&&Jane Alden&&David Williams&&Richard Jenkins&&Tamala Jones&&Harvey E. Lee Jr.&&Esther Rolle&&Rae'Ven Larrymore Kelly&&Gail Strickland&&Debra Stricklin&&Charles Parks&&Jared Leto&&María Celedonio&&Claire Danes&&Alicia Goranson&&Holland Taylor&&Will Estes&&Jonah Rooney&&Mykelti Williamson&&Tim Guinee&&James Rebhorn&&Keaton Tyndall&&Kylie Tyndall&&Christopher Villar|Laurie MacDonald&&Deborah Jelin Newmyer&&Walter F. Parkes&&Sarah Pillsbury&&Midge Sanford|Whitney Otto&&Jane Anderson|USA|English|1995|Comedy&&Drama&&Romance|4882|5.8|109|Finn is a young graduate student, finishing a master's thesis, and preparing for marriage to her fiance Sam. But thoughts of the end of the free life, and a potential summer fling, intrude. She goes home to her grandmother, where, over the making of her wedding gift by a group of quilting-bee friends, laughter, bickering, love, and advice lead her toward a more open-eyed examination of her course.::Bruce Cameron <dumarest@midcoast.com>|http://ia.media-imdb.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1._SX99_SY140_.jpg
Seven Deadly Arts with Akshay Kumar|emptyDirector|Akshay Kumar&&Luisa Elvira&&Jean Frenette&&Josette D. Normandeau|emptyProducer|emptyWriter|India|English|2004|Documentary|15|5.1|emptyRuntime|emptyPlot|emptyCover
Pocahontas|Mike Gabriel&&Eric Goldberg|Irene Bedard&&Judy Kuhn&&Mel Gibson&&David Ogden Stiers&&John Kassir&&Russell Means&&Christian Bale&&Linda Hunt&&Danny Mann&&Billy Connolly&&Joe Baker&&Frank Welker&&Michelle St. John&&James Apaumut Fall&&Gordon Tootoosis&&Jim Cummings|Baker Bloodworth&&James Pentecost|Carl Binder&&Susannah Grant&&Philip LaZebnik&&Tom Sito&&Glen Keane&&Joe Grant&&Ralph Zondag&&Burny Mattinson&&Ed Gombert&&Kaan Kalyon&&Francis Glebas&&Rob Gibbs&&Bruce Morris&&Todd Kurosawa&&Duncan Marjoribanks&&Chris Buck&&Andrew Chapman&&Randy Cartwright&&Will Finn&&Broose Johnson&&T. Daniel Hofstedt&&David Pruiksma&&Nik Ranieri&&Vincent DeFrances&&Tom Mazzocco&&Don Dougherty&&Jorgen Klubien&&Mike Gabriel|USA|English|1995|Animation&&Drama&&Family&&History&&Musical&&Romance|24682|5.9|81&&USA:84::(10th Anniversary edition)|Capt. John Smith leads a rag-tag band of English sailors & soldiers to the New World to plunder its riches for England (or, more precisely, for Governor Ratcliffe, who comes along for the ride). Meanwhile, in this "New World," Chief Powhatan has pledged his daughter, Pocahontas, to be married to the village's greatest warrior. Pocahontas, however, has other ideas. She has seen a vision of a spinning arrow, a vision she believes tells her change is coming. Her life does indeed change when the English ship lands near her village. Between Ratcliffe, who believes the "savages" are hiding the gold he expected to be plentiful, and Powhatan, who believes these pale newcomers will destroy their land, Smith and Pocahontas have a difficult time preventing all-out war, and saving their love for each other.::Joe Sewell <jsewell@iu.net>|http://ia.media-imdb.com/images/M/MV5BMTM5NDI5MzAwOV5BMl5BanBnXkFtZTcwODcwMjgyMQ@@._V1._SX100_SY139_.jpg
When Night Is Falling|Patricia Rozema|Pascale Bussières&&Rachael Crawford&&Henry Czerny&&David Fox&&Don McKellar&&Tracy Wright&&Clare Coulter&&Karyne Steben&&Sarah Steben&&Jonathan Potts&&Tom Melissis&&Stuart Clow&&Richard W. Farrell&&Fides Krucker&&Thom Sokoloski&&Jennifer Roblin&&Jacqueline Casey&&Sigrid Johnson|Sandra Cunningham&&Robert Lantos&&Barbara Tranter&&Wolfram Tichy|Patricia Rozema|Canada|English|1995|Drama&&Romance|2464|6.8|94&&Argentina:93|Camille and Martin are in love and teachers at a christian college; they get the opportunity to get a better job, but they would have to marry for that. But when Camille's dog dies, she recognizes that her love for Martin is not even as big as the love for her dog. After that, Camille gets to know Petra, and Petra falls in love with Camille. They meet again, but Camille is very unsure about her feelings. When Martin is away for a weekend, Camille and Petra meet in the Circus where Petra is working as an acrobat. They spend the night together, but Martin finds out about it and is shocked. He has an argument with Camille, and she goes burying her dog in the snow, and falls asleep...::Alan Tiedemann <AlanTie@aol.com>|http://ia.media-imdb.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1._SX97_SY140_.jpg
The Usual Suspects|Bryan Singer|Stephen Baldwin&&Gabriel Byrne&&Benicio Del Toro&&Kevin Pollak&&Kevin Spacey&&Chazz Palminteri&&Pete Postlethwaite&&Giancarlo Esposito&&Suzy Amis&&Dan Hedaya&&Paul Bartel&&Carl Bressler&&Phillipe Simon&&Jack Shearer&&Christine Estabrook&&Clark Gregg&&Morgan Hunter&&Ken Daly&&Michelle Clunie&&Louis Lombardi&&Frank Medrano&&Ron Gilbert&&Vito D'Ambrosio&&Gene Lythgow&&Robert Elmore&&David Powledge&&Bob Pennetta&&Billy Bates&&Smadar Hanson&&Castulo Guerra&&Peter Rocca&&Bert Williams&&Jaime Campos&&John Gillespie&&Peter Greene&&Michael McKay&&Christopher McQuarrie&&Scott B. Morgan&&Michael Robert Nyman&&Grace Sinden|Hans Brockmann&&François Duplat&&Art Horan&&Robert Jones&&Kenneth Kokin&&Michael McDonnell&&Bryan Singer|Christopher McQuarrie|USA&&Germany|English&&Hungarian&&Spanish&&French|1995|Crime&&Mystery&&Thriller|250764|8.7|106|Following a truck hijack in New York, five conmen are arrested and brought together for questioning. As none of them is guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?::Soumitra&&Police investigating an exploded boat on a San Pedro pier discover 27 bodies and $91 million worth of drug money. The only survivors are a severely burned and very scared Hungarian terrorist and Verbal Kint, a crippled con-man. Reluctantly, Kint is pressured into explaining exactly what happened on the boat. His story begins six weeks earlier with five criminals being dragged in by New York police desperate for suspects on a hijacked truck and ends with the possible identification of a criminal mastermind.::John Weeks <J.T.Weeks1@Student.derby.ac.uk>&&After a waterfront explosion, Verbal, an eye-witness and participant tells the story of events leading up to the conflagration. The story begins when five men are rounded up for a line-up, and grilled about a truck hijacking (the usual suspects). Least pleased is Keaton a crooked cop - exposed, indicted, but now desperately trying to go straight. The cops won't leave him alone, however, and as they wait for their lawyers to post bail, he is talked into doing one more job with the other four. All goes tolerably well until the influence of the legendary, seemingly omnipotent "Keyser Soze" is felt. Although set in the modern day, it has much of the texture of the forties, plus suspense, intrigue (a fairly high body count), and lots of twists in the plot.::<Phil.Kilby@dit.csiro.au>&&This is a film about five men who are hauled into the New York police station because a crime was committed and they are the usual suspects. They all agree to do a job together for a little revenge. However, little do they know that someone else has the strings and that they are all the puppets--all because each of them crossed the wrong person at the wrong time. After the big job, 27 people are dead, and there are two survivors. But the question is...who's the one controlling everything?::thexotherxchris|http://ia.media-imdb.com/images/M/MV5BMTQyOTM4NDQ5M15BMl5BanBnXkFtZTcwODM4MDQyMQ@@._V1._SX98_SY140_.jpg
Guardian Angel|Richard W. Munchkin|Cynthia Rothrock&&Daniel McVicar&&Lydie Denier&&Marshall R. Teague&&Ken McLeod&&John O'Leary&&Anna Dalva&&Robert Miano&&Brian Brophy&&Matthew Walker&&Art Camacho&&Dan Doherty&&Dale Jacoby&&Bela Lehoczky&&Richard W. Munchkin&&Dennis Paladino&&Warren A. Stevens&&Luanne Fairlie&&Tonya Lawson&&Joe Sabatino&&Aharon Ipalé&&Sara-Beth Lima&&Pablo Marz|Jerry P. Jacobs&&Scott McAboy&&Scott McAboy&&Joseph Merhi&&Richard Pepin|Jacobsen Hart|USA|English|1994|Action&&Drama&&Thriller|108|4.0|97&&Argentina:98|emptyPlot|http://ia.media-imdb.com/images/M/MV5BMTI1OTA0NDQzN15BMl5BanBnXkFtZTcwMjIwNjQyMQ@@._V1._SX100_SY69_.jpg
Mighty Aphrodite|Woody Allen|Woody Allen&&F. Murray Abraham&&Helena Bonham Carter&&Donald Symington&&Claire Bloom&&Olympia Dukakis&&Michael Rapaport&&Mira Sorvino&&David Ogden Stiers&&Jack Warden&&Peter Weller&&Rosemary Murphy&&Steven Randazzo&&J. Smith-Cameron&&Jeffrey Kurland&&Tucker Robin&&Nolan Tuffy&&Jimmy McQuaid&&Yvette Hawkins&&Karin Haidorfer&&Gary Alper&&Peter McRobbie&&Kathleen Doyle&&Jennifer Greenhut&&Kenneth Edelson&&Danielle Ferland&&Pamela Blair&&Rene Ceballos&&Elie Chaib&&George De La Pena&&Joanne DiMauro&&Denise Faye&&Marianne Filali&&Angelo Fraboni&&Scott Fowler&&Seth Gertsacov&&Patti Karr&&Fred Mann III&&John Mineo&&Christopher Nelson&&Valda Setterfield&&Sven Toorvald&&Sondra James&&Paul Giamatti&&William Addy&&Dan Mullane&&Thomas Durkin&&Dan Moran&&Paul Herman&&Tony Sirico&&Tony Darrow&&Ray Garvey&&Kent Blocher&&Joseph P. Coleman&&Georgette Pasare&&Al Cerullo&&Bray Poor&&David H. Kramer&&Dann Fink&&Karen Longwell&&Dominic Marcus&&Craig Sechler&&Bill Timoney&&Lisa Vidal&&Bruce Winant&&John D. Bair&&Barney Fitzpatrick&&Julie Halston&&Adrian Lee&&Rawleigh Moreland&&Paul Navarra&&Don Wallace|Letty Aronson&&J.E. Beaucaire&&Jean Doumanian&&Robert Greenhut&&Charles H. Joffe&&Thomas A. Reilly&&Helen Robin&&Jack Rollins|Woody Allen|USA|English|1995|Comedy&&Fantasy&&Romance|15158|7.0|95|Lenny and Amanda have an adopted son Max who turns out to be brilliant. Lenny becomes obsessed with finding Max's real parents because he believes that they too must be brilliant. When he finds that Linda Ash is Max' real mother, Lenny is disappointed. Linda is a prostitute and porn star. On top of that, she is quite possibly the dumbest person Lenny has ever met. Interwoven is a Greek chorus linking the story with the story of Oedipus.::Jason Ihle <jrihl@conncoll.edu>&&Sportswriter Lenny Weinrib and his wife adopt a baby from an anonymous mother. A few years pass, and Lenny starts to wonder about the woman. Curiosity quickly gets the better of him, so he steals files from the adoption agency and sets out to find her. He is eager partly because he wants to reunite mother and son, but mostly because he is neurotically obsessed with Greek tragedy (Is the mom a knockout? Will "Oedipus Rex" relive itself, with Lenny as Oedipus' father?). Of course Lenny is dismayed, maybe even terrified, to find that Linda, the mother, is a beautiful $200-an-hour prostitute. So that he can fashion the proper mother-son reunion and save himself from what Fate seems to have in store, he determines to "reform" Linda.::Adam|http://ia.media-imdb.com/images/M/MV5BMTUzMzE3Nzg5Ml5BMl5BanBnXkFtZTcwNTIxNDEyMQ@@._V1._SX99_SY140_.jpg
Lamerica|Gianni Amelio|Enrico Lo Verso&&Michele Placido&&Piro Milkani&&Carmelo Di Mazzarelli&&Elida Janushi&&Sefer Pema&&Idajet Sejdia&&Marieta Ljarja&&Elina Ndreu&&Ilir Ara&&Liliana Subashi&&Artan Marina&&Vassjan Lammi&&Nikolin Elezi&&Fatmir Gjyla&&Elona Hoti&&Besim Kurti&&Esmeralda Ara&&Luan Ujkai&&Shkelqim Daja&&Dritan Alia&&Elinor Cekliqi&&Ferit Nutai&&Klodian Rakaj&&Saimir Tila&&Marian Tifozi&&Gezim Nutai&&Altin Garupi&&Gezim Garupi&&Ismail Kukaj&&Nuredin Ujkaj&&Julian Sands|Mario Cecchi Gori&&Vittorio Cecchi Gori&&Enzo Porcelli|Gianni Amelio&&Andrea Porporati&&Alessandro Sermoneta|Italy&&France&&Switzerland|Albanian&&Italian|1994|Drama|1070|7.6|116|Two Italian racketeers come to Albania just after the fall of the communists to set up a fictive firm and pocket the grants. They need a stooge. They choose an old one in a jail : Spiro. But the youngest italian, Gino, once alone with Spiro, encounter a few problems. Far from his roots, loosing his identity in deep Albania, he begins to change...::Yepok|http://ia.media-imdb.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1._SX99_SY140_.jpg
The Big Green|Holly Goldberg Sloan|Steve Guttenberg&&Olivia d'Abo&&Jay O. Sanders&&John Terry&&Chauncey Leopardi&&Patrick Renna&&Billy L. Sullivan&&Yareli Arizmendi&&Bug Hall&&Jessica Robertson&&Anthony Esquivel&&Jordan Brower&&Hayley Kolb&&Haley Miller&&Ashley Welch&&Ariel Welch&&Jimmy Higa&&Gil Glasgow&&Libby Villari&&Louanne Stephens&&John Bourg&&Tyler Bishop&&Milt Oberman&&Nik Hagler&&Stephen Parr&&Lauren King|Roger Birnbaum&&Dennis Bishop|Holly Goldberg Sloan|USA|English|1995|Comedy&&Family&&Sport|2207|4.9|100|Another Disney underdog sports team of misfit kids (soccer this time) learns to play a new sport and become champions, while building self-esteem, making friends and solving a variety of dramatic family crises, through the able assistance of a foreign exchange teacher and a former local sports hero as coaches.::Brian Fries <brian@sii.com>|http://ia.media-imdb.com/images/M/MV5BMTMwODc3MDk3Nl5BMl5BanBnXkFtZTcwMTE5NTUyMQ@@._V1._SX100_SY140_.jpg
Georgia|Ulu Grosbard|Jennifer Jason Leigh&&Mare Winningham&&Ted Levine&&Max Perlich&&John Doe&&John C. Reilly&&Jimmy Witherspoon&&Jason Carter&&Tom Bower&&Smokey Hormel&&Jimmy Z.&&Tony Marsico&&Jamian Briar&&Rachel Rasco&&Nicole Donahoo&&Aisleagh Jackson&&Colleen O'Hara&&Bruce Wirth&&Thomas Kuhn&&Bill Johns&&Mina Badie&&Chris Carlson&&Shawn Cox&&Jeff Steitzer&&Michael Shapiro&&Barbara Deering&&Stephanie Shine&&Jay Keye&&Jo Miller&&Craig Huston&&Michelle Crane|Ben Barenholtz&&Amanda DiGiulio&&Ulu Grosbard&&Jennifer Jason Leigh&&Barbara Turner|Barbara Turner|USA&&France|English&&Hebrew|1995|Drama&&Music|1588|5.8|115|Sadie is desperately looking up to her older sister Georgia who is a famous C&amp;W artist. Sadie wants to be a famous artist like her sister, but is always doing everything wrong. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems. Georgia lives a very ordered life with husband, house and children, and Sadie does everything to get her attention.::<Magnus.Salomonsson.3041@student.uu.se>|http://ia.media-imdb.com/images/M/MV5BMTYzMjgyNTk3OF5BMl5BanBnXkFtZTcwNTIxODcxMQ@@._V1._SX100_SY139_.jpg
Kids of the Round Table|Robert Tinnell|Johnny Morina&&Maggie Castle&&Christopher Olscamp&&Justin Borntraeger&&Billy Coyle&&Jeoffrey Graves&&Malcolm McDowell&&Peter Aykroyd&&Mélany Goudreau&&James Rae&&Jamieson Boulanger&&Roc LaFortune&&Michael Ironside&&René Simard&&Melissa Altro&&Barbara Jones&&Charles Edwin Powell&&Michael Yarmush|Kami Asgar&&Richard Goudreau|David Sherman&&Robert Tinnell|USA&&Canada|English|1997|Family&&Adventure&&Fantasy|156|5.1|89|Eleven-year-old Alex and his fellow homemade heroes are having a backyard blast. Battles rage, knights fight and damsels distress in a cardboard Camelot of dirt-bike steeds, aluminum foil sabres and plastic armor. The summer fun and fantasy soon become a marvelous, mystical reality with the touch of a sword. Malcolm McDowell, Michael Ironside and bright newcomer Johnny Morina star in a modern-day adventure filled with medieval magic. One fateful afternoon, Alex comes across a sword sunk in stone - King Arthur's legendary Excalibur! The sword holds untold powers of strength, magic and wisdom. With one motion, Alex frees the sword, Merlin the Magician appears, and Alex discovers the awesome power he'd always dreamed about. But to misuse Excalibur is to lose Excalibur... as Alex soon discovers. Now with Merlin vanished, Alex must prove himself worthy of the sword to bring back the magic. He'd better act fast - his friends need his power now more than ever!::StarChild|http://ia.media-imdb.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@._V1._SX76_SY140_.jpg
Home for the Holidays|Jodie Foster|Holly Hunter&&Robert Downey Jr.&&Anne Bancroft&&Charles Durning&&Dylan McDermott&&Geraldine Chaplin&&Steve Guttenberg&&Cynthia Stevenson&&Claire Danes&&Emily Ann Lloyd&&Zack Duhame&&Austin Pendleton&&David Strathairn&&Amy Yasbeck&&James Lecesne&&Angela Paton&&Randy Stone&&Sam Slovick&&Susan Lyall&&Shawn Hatosy&&Nat Benchley&&Molly Austin&&Vivienne Shub&&Julie Ann Mendez&&Bus Howard&&Johnny Tonini&&Eva Langsdorff&&Wilder Ferguson&&Stephaine Francoz&&Blake Hovespian&&Natasha Stanton|Jodie Foster&&Stuart Kleinman&&Peggy Rajski|Chris Radant&&W.D. Richter|USA|English|1995|Comedy&&Drama&&Romance|5155|6.3|103|After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.::Cyndi Kessler <ckessler@ix.netcom.com>&&Forty year old single Chicagoan Claudia Larson gets a lot of bad news just before the Thanksgiving holidays. This news places her in an even worse mood in preparation for her Thanksgiving visit with her family in Baltimore at the home of her overbearing parents, Henry and Adele Larson. Others coming for Thanksgiving dinner are Adele's crazy sister, Glady; Claudia's humorless sister Joanne Wedman and her equally humorless family, Joanne who acts as the primary caregiver for their parents; (unexpectedly) Claudia's younger mischievous gay brother, Tommy Larson, and his new "boyfriend", Leo Fish; and Russell Terziak, Claudia's sad old "friend" who Adele is trying to reintroduce to Claudia. Beyond the disasters and potential disasters Claudia is anticipating as well as the unexpected ones that do ultimately occur at dinner, Claudia is most concerned about what happened between Tommy and his long term boyfriend, Jack Gordon, and what her own teen-aged daughter, Kitt, is doing at home without her.::Huggo|http://ia.media-imdb.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1._SX76_SY140_.jpg
Il postino|Michael Radford|Philippe Noiret&&Massimo Troisi&&Maria Grazia Cucinotta&&Renato Scarpa&&Linda Moretti&&Sergio Solli&&Carlo Di Maio&&Nando Neri&&Vincenzo Di Sauro&&Orazio Stracuzzi&&Alfredo Cozzolino&&Mariano Rigillo&&Anna Bonaiuto&&Simona Caparrini|Mario Cecchi Gori&&Vittorio Cecchi Gori&&Gaetano Daniele&&Alberto Passone|Pablo Neruda&&Anna Pavignano&&Michael Radford&&Furio Scarpelli&&Furio Scarpelli&&Giacomo Scarpelli&&Giacomo Scarpelli&&Antonio Skármeta&&Massimo Troisi|Italy&&France&&Belgium|Italian&&Spanish|1994|Biography&&Comedy&&Drama&&Romance|14546|7.7|108|Pablo Neruda, the famous Chilean poet, is exiled to a small island for political reasons. On the island, the unemployed son of a poor fisherman is hired as an extra postman due to the huge increase in mail that this causes. Il Postino is to hand-deliver the celebrity's mail to him. Though poorly educated, the postman learns to love poetry and eventually befriends Neruda. Struggling to grow and express himself more fully, he suddenly falls in love and needs Neruda's help and guidance more than ever.::Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>&&The life of the fisherman Mario changes dramatically when the famous Chilean writer Pablo Neruda settles on his little Italian island. Living in exile becuase of his political beliefs, Neruda needs a postman to deliver the huge quantities of mail sent to him by his admirers and Mario takes the job since he hates fishing anyway. The two become friends and Neruda helps the shy and clumsy Mario to win the heart of Beatrice, the beautiful waitress at the village's inn, by showing him the beauty and power of poetry.::Robert Zeithammel|http://ia.media-imdb.com/images/M/MV5BMTkxNTc5NjE0NV5BMl5BanBnXkFtZTcwMTI2MTYyMQ@@._V1._SX100_SY139_.jpg
Kursi el iteraf|Youssef Wahby|Abdel Alim Khattab&&Fakher Fakher&&Faten Hamama&&Negma Ibrahim&&Seraj Munir&&Youssef Wahby|Gabriel Nahas|Youssef Wahby|Egypt|Arabic|1949|Crime&&Drama|8|7.8|emptyRuntime|emptyPlot|emptyCover
The Indian in the Cupboard|Frank Oz|Hal Scardino&&Litefoot&&Lindsay Crouse&&Richard Jenkins&&Rishi Bhat&&Steve Coogan&&David Keith&&Sakina Jaffrey&&Vincent Kartheiser&&Nestor Serrano&&Ryan Olson&&Leon Tejwani&&Lucas Tejwani&&Christopher Conte&&Cassandra Brown&&Christopher Moritz&&Beni Malkin&&Juliet Berman&&Stephen Morales&&George Randall&&Gia Galeano&&Kevin Malaro&&Tom Bewley&&Keii Johnston&&J.R. Horsting&&Michael Papajohn&&Erik Stabenau&&Frank Welker&&Christopher Gilman|Robert Harris&&Marty Keltz&&Kathleen Kennedy&&Frank Marshall&&Arthur F. Repola&&Jane Startz&&Bernard Williams&&Michelle Wright|Lynne Reid Banks&&Melissa Mathison|USA|English|1995|Family&&Adventure&&Fantasy|4454|5.7|96|On his ninth birthday a boy receives many presents. Two of them first seem to be less important: an old cupboard from his brother and a little Indian figure made of plastic from his best friend. But these two presents turn out to be much more magic than the rest...::Volker Boehm|http://ia.media-imdb.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1._SX80_SY140_.jpg
Eye for an Eye|John Schlesinger|Sally Field&&Ed Harris&&Olivia Burnette&&Alexandra Kyle&&Kiefer Sutherland&&Joe Mantegna&&Beverly D'Angelo&&Darrell Larson&&Charlayne Woodard&&Philip Baker Hall&&Keith David&&Wanda Acuna&&Geoffrey Rivas&&Armin Shimerman&&Natalia Nogulich&&Nicholas Cascone&&Stella Garcia&&Justine Johnston&&Wayne Pére&&Joan Crowe&&Ross Bagley&&Jane Morris&&Cynthia Rothrock&&Bobby J. Foxworth&&Manny Rodriguez&&Michael Podwal&&Sierra Pecheur&&Zack Eginton&&Kim Kim&&A.C. Weary&&Brenda Smith&&Ron Dean&&David Courier&&Ellis Williams&&David Barrera&&Scott Waara&&Tom Lillard&&Angela Paton&&Donal Logue&&William Mesnik&&Rondi Reed&&Cherie Franklin&&Francesca P. Roberts&&Marie Chambers&&Rolando Molina&&Ernie Vincent&&Teddy Vincent&&Minnie Summers Lindsey&&Michael B. Silver&&Eric Morris&&Iris Fields&&Jeremy Eynon&&Fort Atkinson&&Evelyn Parke&&Dolores Velázquez&&Pablo Velazquez&&Patricia Belcher&&Alesia Jones&&Maurice Sherbanee&&Bob Clendenin&&Larry Polson&&Sharon D. Chase&&Janet Dey&&Buzz Barbee&&Nino Polito&&Victoria Charters&&Jack Janda&&Peter Kent&&David R. Maier|Kathryn Knowlton&&Michael I. Levy&&Michael Polaire|Erika Holzer&&Amanda Silver&&Rick Jaffa|USA|English&&French&&Spanish&&Korean|1996|Crime&&Drama&&Thriller|4567|5.7|101|After her daughter Julie is brutally raped and murdered, Karen McCann is turned down by the LAPD after she requests they keep suspect Robert Doob in jail for good instead of paroling him. Nevertheless, the LAPD and the courts do decide to parole him and Karen turns to a group of hit man trainers for help. They teach her how to manage a gun, etc. Eventually, Karen's husband, Mack, finds out and tries to stop her. Karen backs off. Robert Doob tracks Karen down at the McCaan home and breaks in, hoping to kill her.::Troy Hurlburt <jhenwa@yahoo.com>&&Karen McCann lives in Santa Monica, California, and her husband Mack McCann is the owner of the McCann construction company. Karen works in a museum, and she has two daughters. They are 5-year-old Megan and 17-year-old Julie. Mack is Megan's biological father, and Julie was born from Karen's previous marriage. Mack still loves Julie like she's his own daughter. Karen is on her way home from work one day, when she calls home on her cell phone, and Julie answers. Julie is preparing for Megan's 6th birthday at the time of the call, and Karen is still talking to Julie...when a man suddenly breaks into the house and rapes and kills Julie. Karen rushes home as fast as she can, and is devastated by what she sees. Detective Sergeant Joe Denillo is put on the case. Days later, Joe calls Karen and tells Karen that Julie's killer is Robert Doob, a supermarket deliveryman who has been in and out of jail for most of his life. In court, Karen is understandably enraged when Robert is released on a technicality, and Mack is restrained when he lunges at Robert. Robert later starts harassing Megan, and when Karen starts checking out the neighborhood Robert lives in, Robert threatens to go after Megan unless Karen stays away from Robert's neighborhood. When Karen joins a support group for parents of violence victims, she discovers that within this support group, there is a secret society of parents, led by bereaved parent Sidney Hughes, who kill killers that the extremely flawed system has failed to adequately deal with. Karen joins this group and is soon undergoing training at a local firing range. After Robert rapes and kills a woman named Maria, Robert is once again arrested, but he is again released on a technicality. This is when Karen sends Mack and Megan to visit some relatives, and forms a plan to do what the courts can't do...stop Robert once and for all. In matters like these, the system has a habit of giving people like Karen absolutely no choice but to solve these kinds of problems themselves.::Todd Baldridge&&Distraught over her oldest daughter's rape and brutal murder, and the fact that the murderer was turned loose on a technicality, Karen McCann seeks vengeance. She learns self-defense and becomes an expert marksman with a pistol and sets out to seek and destroy. Robert Doob is the cocky killer and she must stop him before he can kill again.::Richard Jones <rjo339@swbell.net>&&After the assault, rape and murder of her 17-year-old daughter at home, Karen becomes obsessed with putting the rapist behind bars. What Karen soon finds is that the criminal justice system is more interested in procedure than justice and soon frees the killer of her daughter on a vague technicality. Karen finds that she has no options but to proceed with her own plans for justice as the system has again failed to protect the innocent and the victims.::Tony Fontana <tony.fontana@spacebbs.com>|http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1._SX90_SY140_.jpg
